Latitude,Longitude,Taxon.Name,Locality,Data.Institution,Collection.ID
22.138541676148154,-159.6544633,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc328
22.138098366428974,-159.6538565,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc329
22.12762668393707,-159.6121175,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc330
22.124957490233964,-159.6836715,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc331
22.124530703529167,-159.6415476,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc332
22.123863709482727,-159.6203491,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc333
22.123872073843447,-159.6383456,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc334
22.123715018070733,-159.6388537,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc335
22.123515347211786,-159.6350327,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc336
22.123618265660102,-159.6361812,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc337
22.123061449481106,-159.6363491,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc338
22.12018631733643,-159.6328826,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc339
22.11649507656189,-159.5923312,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc340
22.113116205220845,-159.5962171,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc341
22.112980750734092,-159.5953824,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc342
22.11309884311605,-159.6100594,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc343
22.111681884836127,-159.6007263,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc344
22.11238215896162,-159.601658,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc345
22.11181354692418,-159.6056582,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc346
22.11172084121229,-159.6049595,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc347
22.10936297259591,-159.5913599,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc348
22.10511612469916,-159.4333912,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc349
22.10320484249825,-159.4334615,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc350
22.103143210532938,-159.4336678,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc351
22.103650712241045,-159.432882,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc352
22.102135645119965,-159.5868995,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc353
22.101818725999067,-159.5922656,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc354
22.10201619,-159.5863157,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc355
22.10094673657365,-159.5985421,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc356
22.100643108509743,-159.5896076,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc357
22.100827842702067,-159.5890704,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc358
22.100960323848895,-159.5887666,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc359
22.10006032387252,-159.5885912,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc360
22.100798132683227,-159.5891568,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc361
22.100209963169963,-159.6314132,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc362
22.09467048622282,-159.6722137,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc363
22.09461228307945,-159.6723383,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc364
22.09440565161577,-159.6720247,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc365
22.08996947,-159.614996,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc366
22.090314632373737,-159.6147701,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc367
22.084570105603945,-159.6749145,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc368
22.082036783004575,-159.6206681,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc369
22.080341256193485,-159.6118289,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc370
22.080673387680964,-159.6125795,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc371
22.076760845667778,-159.6125625,Pritchardia minor,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc372
22.18781707218676,-159.579765,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc373
22.186785089382507,-159.581472,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc374
22.187149227097173,-159.5816527,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc375
22.186187469862244,-159.5803585,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc376
22.18633019931243,-159.5813331,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc377
22.186031399004115,-159.5808543,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc378
22.18506221205343,-159.580455,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc379
22.18451862322017,-159.5811613,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc380
22.18510977867342,-159.5803329,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc381
22.18504378500637,-159.5850901,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc382
22.18495693612126,-159.5802013,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc383
22.184203378747547,-159.5845939,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc384
22.18434579048992,-159.5844844,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc385
22.184460042860426,-159.5846502,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc386
22.184654238150614,-159.5844243,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc387
22.18426397547946,-159.585066,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc388
22.171650172229196,-159.6009131,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc389
22.167465994903644,-159.6029236,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc390
22.162071049029688,-159.4991197,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc391
22.151679571536736,-159.4969666,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc392
22.151745579850143,-159.4973642,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc393
22.151536372451236,-159.4980393,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc394
22.151397593789554,-159.4977589,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc395
22.15234595,-159.4966728,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc396
22.15111594912037,-159.496968,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc397
22.152294229046724,-159.4974537,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc398
22.151778325584477,-159.4976346,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc399
22.14551529426485,-159.4978838,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc400
22.145909029618256,-159.4970355,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc401
22.11861738588172,-159.5097681,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc402
22.119265679537797,-159.509343,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc403
22.118403878794112,-159.5095486,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc404
22.11033916651803,-159.496611,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc405
22.100354097791588,-159.5006477,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc406
22.099712761938907,-159.5111061,Pritchardia perlmanii,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc407
22.212166921285668,-159.5680072,Pritchardia sp.,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc408
22.19778753196375,-159.5849896,Pritchardia sp.,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc409
22.189734401085314,-159.5846163,Pritchardia sp.,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc410
22.184199037212085,-159.5843431,Pritchardia sp.,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc411
22.183223237843546,-159.5838768,Pritchardia sp.,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc412
22.153204906977724,-159.4080286,Pritchardia sp.,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc413
22.15339605441238,-159.4082236,Pritchardia sp.,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc414
22.100290123574723,-159.5925376,Pritchardia sp.,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc415
22.095014096825842,-159.6007083,Pritchardia sp.,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc416
21.886295225077713,-159.4938594,Pritchardia sp.,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc417
22.157711955114802,-159.5173997,Pritchardia waialealeana,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc418
22.142282953975936,-159.4512645,Pritchardia waialealeana,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc419
22.140470759343117,-159.4485619,Pritchardia waialealeana,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc420
22.137647195932658,-159.434836,Pritchardia waialealeana,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc421
22.13555661397097,-159.4459523,Pritchardia waialealeana,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 2",sample institution 2,abc422
22.10888417283734,-159.4405671,Pritchardia waialealeana,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 3",sample institution 3,abc423
22.109220076064155,-159.4399202,Pritchardia waialealeana,"for testing purposes only, locality data removed, non-listed species, gps data anonymized 1",sample institution 1,abc424
